"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1431","getCurrentIdentityForDave()","","2026-07-19","passed","2026-07-19","","com.api.support.BaseApiTest","com.api.support.BaseApiTest","getCurrentIdentityForDave"
"","74","shouldPersistRefundedBooking()","","2026-07-19","passed","2026-07-19","","com.api.tests.BookingTestIT","com.api.tests.BookingTestIT","shouldPersistRefundedBooking"
"","4115","shouldCancelBooking()","","2026-07-19","passed","2026-07-19","","com.api.support.BaseApiTest","com.api.support.BaseApiTest","shouldCancelBooking"
"","1404","shouldListBookings()","","2026-07-19","passed","2026-07-19","","com.api.support.BaseApiTest","com.api.support.BaseApiTest","shouldListBookings"
"","1463","shouldResetCurrentUserNamespace()","","2026-07-19","passed","2026-07-19","","com.api.support.BaseApiTest","com.api.support.BaseApiTest","shouldResetCurrentUserNamespace"
"","1569","shouldReturnForbiddenForTravellerToken()","","2026-07-19","passed","2026-07-19","","com.api.support.BaseApiTest","com.api.support.BaseApiTest","shouldReturnForbiddenForTravellerToken"
"","1433","shouldReturnBusNotFoundForInvalidBusId()","","2026-07-19","passed","2026-07-19","","com.api.support.BaseApiTest","com.api.support.BaseApiTest","shouldReturnBusNotFoundForInvalidBusId"
"","49","shouldPersistBooking()","","2026-07-19","passed","2026-07-19","","com.api.tests.BookingTestIT","com.api.tests.BookingTestIT","shouldPersistBooking"
"","663","searchBusesBetweenCities()","","2026-07-19","passed","2026-07-19","","com.api.support.BaseApiTest","com.api.support.BaseApiTest","searchBusesBetweenCities"
"","2790","shouldCreatePayAndConfirmBooking()","","2026-07-19","passed","2026-07-19","","com.api.support.BaseApiTest","com.api.support.BaseApiTest","shouldCreatePayAndConfirmBooking"
"","37","shouldResetDataBetweenTests()","","2026-07-19","passed","2026-07-19","","com.api.tests.BookingTestIT","com.api.tests.BookingTestIT","shouldResetDataBetweenTests"
"","60","shouldPersistConfirmedBooking()","","2026-07-19","passed","2026-07-19","","com.api.tests.BookingTestIT","com.api.tests.BookingTestIT","shouldPersistConfirmedBooking"
"","36","shouldStartWithEmptyBookingsTable()","","2026-07-19","passed","2026-07-19","","com.api.tests.BookingTestIT","com.api.tests.BookingTestIT","shouldStartWithEmptyBookingsTable"
"","1359","validateBusSeatMapResponse()","","2026-07-19","passed","2026-07-19","","com.api.support.BaseApiTest","com.api.support.BaseApiTest","validateBusSeatMapResponse"
"","2282","shouldCreateBookingSuccessfully()","","2026-07-19","passed","2026-07-19","","com.api.support.BaseApiTest","com.api.support.BaseApiTest","shouldCreateBookingSuccessfully"
"","3888","makeTheUserAuthentication()","","2026-07-19","passed","2026-07-19","","com.api.support.BaseApiTest","com.api.support.BaseApiTest","makeTheUserAuthentication"
"","1473","shouldReturnInvalidSeats()","","2026-07-19","passed","2026-07-19","","com.api.support.BaseApiTest","com.api.support.BaseApiTest","shouldReturnInvalidSeats"
"","4124","shouldGetBookingByPnr()","","2026-07-19","passed","2026-07-19","","com.api.support.BaseApiTest","com.api.support.BaseApiTest","shouldGetBookingByPnr"
