"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","725","searchBusesBetweenCities()","","2026-07-18","passed","2026-07-18","","com.api.support.BaseApiTest","com.api.support.BaseApiTest","searchBusesBetweenCities"
"","1415","shouldReturnBusNotFoundForInvalidBusId()","","2026-07-18","passed","2026-07-18","","com.api.support.BaseApiTest","com.api.support.BaseApiTest","shouldReturnBusNotFoundForInvalidBusId"
"","3052","shouldCreatePayAndConfirmBooking()","","2026-07-18","passed","2026-07-18","","com.api.support.BaseApiTest","com.api.support.BaseApiTest","shouldCreatePayAndConfirmBooking"
"","1556","shouldReturnInvalidSeats()","","2026-07-18","passed","2026-07-18","","com.api.support.BaseApiTest","com.api.support.BaseApiTest","shouldReturnInvalidSeats"
"","47","shouldPersistConfirmedBooking()","","2026-07-18","passed","2026-07-18","","com.api.tests.BookingTestIT","com.api.tests.BookingTestIT","shouldPersistConfirmedBooking"
"","1578","shouldReturnForbiddenForTravellerToken()","","2026-07-18","passed","2026-07-18","","com.api.support.BaseApiTest","com.api.support.BaseApiTest","shouldReturnForbiddenForTravellerToken"
"","31","shouldResetDataBetweenTests()","","2026-07-18","passed","2026-07-18","","com.api.tests.BookingTestIT","com.api.tests.BookingTestIT","shouldResetDataBetweenTests"
"","1486","shouldListBookings()","","2026-07-18","passed","2026-07-18","","com.api.support.BaseApiTest","com.api.support.BaseApiTest","shouldListBookings"
"","68","shouldPersistRefundedBooking()","","2026-07-18","passed","2026-07-18","","com.api.tests.BookingTestIT","com.api.tests.BookingTestIT","shouldPersistRefundedBooking"
"","3477","makeTheUserAuthentication()","","2026-07-18","passed","2026-07-18","","com.api.support.BaseApiTest","com.api.support.BaseApiTest","makeTheUserAuthentication"
"","1590","getCurrentIdentityForDave()","","2026-07-18","passed","2026-07-18","","com.api.support.BaseApiTest","com.api.support.BaseApiTest","getCurrentIdentityForDave"
"","36","shouldStartWithEmptyBookingsTable()","","2026-07-18","passed","2026-07-18","","com.api.tests.BookingTestIT","com.api.tests.BookingTestIT","shouldStartWithEmptyBookingsTable"
"","4498","shouldGetBookingByPnr()","","2026-07-18","passed","2026-07-18","","com.api.support.BaseApiTest","com.api.support.BaseApiTest","shouldGetBookingByPnr"
"","1399","validateBusSeatMapResponse()","","2026-07-18","passed","2026-07-18","","com.api.support.BaseApiTest","com.api.support.BaseApiTest","validateBusSeatMapResponse"
"","2199","shouldCreateBookingSuccessfully()","","2026-07-18","passed","2026-07-18","","com.api.support.BaseApiTest","com.api.support.BaseApiTest","shouldCreateBookingSuccessfully"
"","1518","shouldResetCurrentUserNamespace()","","2026-07-18","passed","2026-07-18","","com.api.support.BaseApiTest","com.api.support.BaseApiTest","shouldResetCurrentUserNamespace"
"","4247","shouldCancelBooking()","","2026-07-18","passed","2026-07-18","","com.api.support.BaseApiTest","com.api.support.BaseApiTest","shouldCancelBooking"
"","54","shouldPersistBooking()","","2026-07-18","passed","2026-07-18","","com.api.tests.BookingTestIT","com.api.tests.BookingTestIT","shouldPersistBooking"
